Age,Attrition,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,PromotionStagnation,IncomePerYearExp,CompanyTenureRatio,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
38,0,3,5,4,3,3,4317,3,1,20,2,0,2,3,2,0.5,215.85,0.15,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
30,0,18,3,1,3,3,2632,1,0,14,3,0,4,2,4,0.0,438.6666666666667,0.8333333333333334,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
32,0,9,2,4,1,4,4668,0,0,17,4,3,2,4,7,0.0,466.8,0.8,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
30,0,5,3,4,3,1,3204,5,0,14,4,1,3,3,2,0.5,356.0,0.3333333333333333,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
30,0,2,1,2,2,4,2720,0,0,13,4,0,3,3,3,0.16666666666666666,388.57142857142856,0.7142857142857143,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
41,0,10,3,4,2,1,17181,4,0,13,2,1,2,2,6,0.875,780.9545454545455,0.3181818181818182,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
41,0,9,4,3,3,1,2238,2,0,21,4,1,2,3,0,0.16666666666666666,279.75,0.625,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
19,0,3,1,2,3,2,1483,1,0,14,4,0,3,3,0,0.0,741.5,0.5,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
40,0,26,3,2,3,2,5605,1,0,11,1,1,2,3,7,0.09523809523809523,266.9047619047619,0.9523809523809523,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
35,0,1,5,3,3,2,7295,1,0,13,1,2,3,3,8,0.0,663.1818181818181,0.9090909090909091,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
53,0,6,2,2,3,3,2306,2,1,20,4,1,3,1,7,0.5,164.71428571428572,0.5,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
45,0,9,3,2,3,2,2348,8,0,18,3,1,2,1,9,0.0,111.80952380952381,0.8095238095238095,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
32,0,8,3,2,3,4,8998,1,0,14,4,0,2,3,8,0.3,899.8,0.9,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
29,0,1,1,4,3,3,4319,1,0,13,1,1,1,3,7,0.0,392.6363636363636,0.9090909090909091,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
51,0,7,4,2,2,3,6132,2,0,17,3,0,2,3,0,0.0,557.4545454545455,0.09090909090909091,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
58,0,9,3,2,2,2,3346,4,1,20,2,1,3,2,0,0.0,334.6,0.1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
40,0,4,4,3,2,4,10855,7,0,11,1,1,2,2,11,0.15384615384615385,678.4375,0.75,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
34,0,2,4,3,3,3,2231,6,0,18,4,1,3,3,3,0.2,318.7142857142857,0.5714285714285714,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
22,0,19,1,3,3,4,2323,1,0,24,1,2,6,3,2,0.6666666666666666,774.3333333333334,0.6666666666666666,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
27,0,9,3,4,3,2,2024,6,0,18,4,1,1,1,2,0.6666666666666666,289.14285714285717,0.2857142857142857,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
28,0,21,3,3,3,4,2713,1,0,11,3,1,2,1,2,0.0,452.1666666666667,0.8333333333333334,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
57,0,24,2,3,4,4,9439,3,1,16,2,1,2,1,3,0.16666666666666666,726.0769230769231,0.38461538461538464,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,0,3,3,3,2,3,2566,1,1,15,4,1,2,2,1,0.0,1283.0,0.5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
50,0,11,3,3,3,2,19926,3,0,15,2,0,5,3,4,0.6666666666666666,905.7272727272727,0.22727272727272727,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
41,0,14,3,1,3,3,2451,4,0,12,1,1,2,3,8,0.1,175.07142857142858,0.6428571428571429,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
30,0,5,3,2,3,4,9419,2,0,12,3,1,2,3,9,0.6363636363636364,724.5384615384615,0.7692307692307693,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
38,0,1,4,1,2,4,8686,4,0,22,3,0,2,4,3,0.0,668.1538461538462,0.6153846153846154,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
32,0,6,5,3,3,3,3038,3,0,20,1,0,2,3,4,0.16666666666666666,337.55555555555554,0.5555555555555556,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
27,0,17,3,3,3,2,3058,0,1,16,4,1,3,2,2,0.16666666666666666,436.85714285714283,0.7142857142857143,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
19,1,1,1,3,1,1,2325,0,0,21,1,0,5,4,0,0.0,1162.5,0.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
36,0,3,2,4,3,2,2088,4,0,12,3,0,3,2,7,0.7777777777777778,149.14285714285714,0.5714285714285714,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
30,0,9,3,3,3,1,3072,1,0,11,3,2,4,3,9,0.46153846153846156,236.30769230769232,0.9230769230769231,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
45,0,4,2,3,3,1,5006,4,1,11,1,1,3,4,4,0.0,500.6,0.5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
56,0,8,3,3,3,1,4257,4,1,18,3,1,3,3,2,0.6666666666666666,212.85,0.1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33,0,2,3,3,3,4,2500,0,0,14,1,0,2,4,1,0.0,500.0,0.6,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
19,1,2,3,2,2,4,1102,1,0,22,3,0,3,2,0,0.5,551.0,0.5,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
46,0,1,2,2,3,1,10453,1,0,25,3,3,2,3,13,0.6,418.12,0.96,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38,0,9,2,3,3,4,2288,1,0,12,3,0,3,3,2,0.6666666666666666,762.6666666666666,0.6666666666666666,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
31,0,12,1,3,3,4,3929,8,1,23,3,1,0,3,2,0.0,491.125,0.5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
34,0,27,2,4,3,2,2311,2,0,15,4,0,3,3,2,0.25,231.1,0.3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
41,1,20,2,2,3,2,3140,1,1,22,4,0,5,2,3,0.0,628.0,0.8,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
50,0,1,3,3,2,3,3690,2,0,15,4,1,2,2,2,0.0,615.0,0.5,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
53,0,13,2,4,4,1,4450,1,0,11,3,2,3,3,2,0.2,741.6666666666666,0.6666666666666666,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
33,0,14,3,4,3,2,2756,1,0,13,4,1,5,3,7,0.1111111111111111,306.22222222222223,0.8888888888888888,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
40,0,4,1,4,3,3,19033,1,0,14,2,1,2,3,8,0.42857142857142855,865.1363636363636,0.9090909090909091,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
55,0,14,4,3,4,2,18722,8,0,11,4,0,3,3,15,0.08,506.0,0.6486486486486487,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
34,0,2,1,4,2,3,9547,1,0,17,3,0,2,2,9,0.09090909090909091,867.9090909090909,0.9090909090909091,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
51,0,3,3,4,3,2,13734,3,0,18,3,0,6,3,7,0.125,624.2727272727273,0.3181818181818182,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
52,0,1,4,3,2,3,19999,0,0,14,1,1,5,3,18,0.3235294117647059,571.4,0.9428571428571428,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
27,0,9,3,4,3,2,2279,1,0,16,4,0,2,2,7,0.0,284.875,0.875,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
35,1,23,2,2,2,3,5916,3,1,13,1,0,1,3,0,0.0,657.3333333333334,0.1111111111111111,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
43,0,7,3,4,4,4,2089,4,0,14,4,3,3,4,4,0.3333333333333333,261.125,0.625,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
45,0,2,2,1,2,4,16792,9,0,23,4,1,1,3,8,0.5238095238095238,730.0869565217391,0.8695652173913043,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
37,0,21,3,2,4,1,3564,1,1,12,1,1,3,2,7,0.1111111111111111,396.0,0.8888888888888888,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
35,0,2,3,2,3,2,4425,5,0,11,4,0,5,3,2,0.14285714285714285,402.27272727272725,0.5454545454545454,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
42,0,21,2,3,3,3,5265,2,0,16,2,1,5,3,3,0.0,438.75,0.4166666666666667,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
38,0,2,4,4,3,3,6553,9,0,14,2,0,3,3,0,0.0,436.8666666666667,0.06666666666666667,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
38,0,29,3,4,3,4,6261,3,0,18,1,1,3,1,7,0.125,626.1,0.7,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
27,0,1,1,3,2,1,4298,5,0,19,3,1,1,3,2,0.6666666666666666,614.0,0.2857142857142857,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
49,0,18,4,4,3,4,6804,1,1,15,1,2,0,3,7,0.125,850.5,0.875,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
34,0,10,4,4,3,3,3815,1,1,17,4,1,4,4,3,0.3333333333333333,635.8333333333334,0.8333333333333334,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
40,0,19,2,3,3,4,2741,8,1,15,3,1,2,4,2,0.375,171.3125,0.4375,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
38,1,29,1,2,3,1,6673,7,1,19,2,0,2,3,0,0.0,370.72222222222223,0.05555555555555555,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
29,1,27,3,2,3,4,7639,1,0,22,4,3,3,2,4,0.09090909090909091,694.4545454545455,0.9090909090909091,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
22,0,5,3,4,4,2,2328,1,1,16,1,1,2,2,2,0.4,465.6,0.8,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
36,0,18,1,2,3,4,2153,1,0,13,1,0,2,3,1,0.1111111111111111,239.22222222222223,0.8888888888888888,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
40,0,9,5,4,2,4,4876,9,0,14,4,1,5,1,2,0.0,812.6666666666666,0.5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
46,0,1,4,4,3,1,9396,7,0,16,3,1,3,3,2,0.0,522.0,0.2222222222222222,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
32,1,4,4,4,1,4,10400,1,0,11,3,0,2,2,8,0.6,693.3333333333334,0.9333333333333333,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
30,0,1,1,3,2,3,8474,1,0,22,3,0,2,3,8,0.4166666666666667,651.8461538461538,0.8461538461538461,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
27,0,20,3,4,3,3,9981,1,0,14,4,0,2,3,7,0.0,1247.625,0.875,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
51,0,8,4,2,2,2,12490,5,0,16,4,2,5,1,9,0.36363636363636365,734.7058823529412,0.5882352941176471,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
30,1,3,3,4,3,1,2657,5,1,11,3,0,5,3,2,0.0,295.22222222222223,0.5555555555555556,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
41,0,6,3,4,3,4,13591,3,1,18,3,0,3,3,0,0.0,799.4705882352941,0.058823529411764705,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
30,1,26,4,3,2,1,6696,5,0,15,3,0,5,2,3,0.0,669.6,0.6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
29,1,1,3,3,3,3,2058,0,0,14,4,0,1,2,2,0.14285714285714285,257.25,0.75,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
45,0,6,3,4,2,4,8865,6,0,12,4,0,2,3,7,0.6,369.375,0.7916666666666666,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
54,0,3,3,4,3,1,5940,2,0,14,4,1,4,3,2,0.0,349.4117647058824,0.35294117647058826,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
36,0,5,2,4,3,2,5914,8,0,16,4,0,3,4,11,0.21428571428571427,347.88235294117646,0.7647058823529411,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
33,0,4,4,3,2,2,2622,6,0,21,4,0,3,3,2,0.25,327.75,0.375,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
37,0,11,3,2,3,4,12185,1,1,14,3,3,1,3,8,0.0,1107.7272727272727,0.9090909090909091,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
38,0,3,3,1,3,3,10609,0,0,12,3,2,6,2,10,0.29411764705882354,589.3888888888889,0.8888888888888888,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
31,0,1,4,3,1,3,4345,0,0,12,4,1,2,3,4,0.16666666666666666,620.7142857142857,0.7142857142857143,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
59,0,3,3,3,2,4,2177,3,0,17,1,1,6,3,0,0.0,272.125,0.125,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
37,0,4,4,1,3,4,2793,4,0,17,3,1,2,3,8,0.5,199.5,0.6428571428571429,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
29,0,1,1,2,3,4,7918,1,0,14,4,1,5,3,10,0.3333333333333333,659.8333333333334,0.9166666666666666,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
35,0,1,3,3,3,3,8789,1,0,14,1,0,3,4,7,0.0,799.0,0.9090909090909091,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
29,1,18,1,3,2,4,2389,1,1,13,3,0,3,2,3,0.0,477.8,0.8,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
52,0,2,3,3,2,4,3212,7,0,15,2,0,3,2,2,0.6666666666666666,458.85714285714283,0.2857142857142857,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
42,0,4,2,3,3,4,19232,1,0,11,4,0,3,3,17,0.4782608695652174,836.1739130434783,0.9565217391304348,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
59,0,6,2,2,3,3,2267,8,0,17,4,0,2,2,2,0.6666666666666666,283.375,0.25,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
50,0,1,4,4,3,4,19517,3,0,11,3,1,3,2,0,0.0,591.4242424242424,0.21212121212121213,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
33,1,14,3,3,3,4,2436,5,1,13,3,1,2,1,4,0.0,270.6666666666667,0.5555555555555556,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
43,0,16,3,4,3,4,16064,5,1,22,3,1,3,3,13,0.05555555555555555,698.4347826086956,0.7391304347826086,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
33,1,2,2,1,3,1,2707,7,0,20,1,0,3,4,7,0.1,193.35714285714286,0.6428571428571429,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
52,0,2,4,1,2,3,19068,1,1,18,4,0,2,4,7,0.4411764705882353,560.8235294117648,0.9705882352941176,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
32,0,4,2,3,3,2,3931,2,0,11,1,1,5,3,3,0.2,561.5714285714286,0.5714285714285714,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
32,1,1,3,4,2,3,3730,0,1,14,4,0,2,1,2,0.25,746.0,0.6,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
39,0,1,4,3,3,3,2232,7,0,14,3,3,1,3,2,0.25,279.0,0.375,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
32,0,26,4,3,3,4,4465,0,0,18,1,0,2,3,2,0.5,893.0,0.6,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
41,0,19,2,3,3,1,3072,2,0,16,1,2,2,2,0,0.0,170.66666666666666,0.05555555555555555,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
40,0,24,2,1,3,4,3319,1,0,17,1,2,3,3,8,0.4,331.9,0.9,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
45,0,1,3,3,4,4,19202,0,0,11,3,1,2,3,0,0.04,738.5384615384615,0.9230769230769231,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
31,0,3,4,2,3,3,13675,9,0,12,1,1,3,3,2,0.6666666666666666,1367.5,0.2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
33,0,5,4,3,2,4,2911,1,0,13,3,1,2,2,2,0.0,970.3333333333334,0.6666666666666666,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
34,0,2,4,4,2,1,5957,6,0,13,2,1,3,3,9,0.4166666666666667,425.5,0.7857142857142857,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
37,0,1,2,3,2,1,3920,2,0,14,1,1,2,2,1,0.0,217.77777777777777,0.16666666666666666,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
45,0,7,4,1,4,3,6434,4,0,17,4,1,1,3,2,0.0,643.4,0.3,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
37,1,10,3,1,3,3,10048,6,0,11,2,2,5,3,0,0.0,558.2222222222222,0.05555555555555555,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
39,0,2,4,3,3,3,10938,0,0,25,4,0,1,3,6,0.55,520.8571428571429,0.9047619047619048,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
29,0,15,3,3,3,4,2340,1,0,19,1,0,1,3,5,0.14285714285714285,334.2857142857143,0.8571428571428571,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
42,0,17,2,4,4,1,6545,3,1,13,3,0,1,3,2,0.0,595.0,0.2727272727272727,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
29,0,20,2,4,3,4,6931,2,0,14,4,1,2,3,2,0.0,630.0909090909091,0.2727272727272727,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
25,0,1,3,1,3,3,4898,0,0,12,4,2,3,3,2,0.2,816.3333333333334,0.6666666666666666,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
42,0,2,3,4,2,1,2593,0,1,11,3,1,4,3,6,0.7,235.72727272727272,0.8181818181818182,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
40,0,2,2,1,3,3,19436,0,0,19,4,1,5,3,7,0.13636363636363635,845.0434782608696,0.9130434782608695,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
51,0,1,3,3,3,4,2723,1,0,11,2,0,0,2,0,0.0,1361.5,0.5,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
31,1,29,2,3,2,2,3479,0,0,11,2,0,2,4,4,0.16666666666666666,497.0,0.7142857142857143,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
32,0,7,3,2,4,2,2794,1,0,20,3,0,3,1,1,0.0,465.6666666666667,0.8333333333333334,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
38,0,2,2,4,2,4,5249,3,0,18,4,1,0,3,7,0.7777777777777778,374.92857142857144,0.5714285714285714,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
32,0,2,1,4,2,1,2176,4,0,13,4,0,5,3,2,0.0,217.6,0.6,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
46,0,2,3,3,1,2,16872,3,1,12,2,1,2,2,7,0.875,581.7931034482758,0.2413793103448276,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
28,1,2,4,1,3,3,3485,2,0,11,3,0,5,1,0,0.0,580.8333333333334,0.0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
29,0,2,3,1,2,2,6644,2,0,19,2,2,2,3,0,0.0,604.0,0.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
31,0,23,3,2,2,4,5582,0,0,21,2,1,2,3,0,0.7,507.45454545454544,0.8181818181818182,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
25,0,5,2,2,4,1,4000,1,0,12,4,2,2,3,3,0.14285714285714285,571.4285714285714,0.8571428571428571,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45,0,20,2,3,3,4,13496,0,1,14,2,0,2,3,7,0.19047619047619047,613.4545454545455,0.9090909090909091,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
36,0,6,3,4,3,4,3210,0,0,11,3,1,4,3,13,0.625,188.8235294117647,0.8823529411764706,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
55,0,1,3,4,3,1,19045,0,1,14,3,0,2,3,10,0.10810810810810811,501.1842105263158,0.9473684210526315,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
47,1,29,4,1,3,2,11849,1,1,12,4,1,2,2,7,0.8181818181818182,1077.1818181818182,0.9090909090909091,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
28,0,9,3,4,3,4,2070,1,0,23,4,1,3,2,2,0.0,345.0,0.8333333333333334,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
37,0,6,4,3,3,4,6502,4,0,14,2,1,5,4,4,0.0,812.75,0.625,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
21,0,3,2,4,2,3,3230,1,0,17,1,0,4,4,2,0.25,807.5,0.75,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
37,0,1,4,1,3,4,13603,2,1,18,1,2,2,3,2,0.0,850.1875,0.3125,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
35,0,22,3,2,4,2,11996,7,0,18,2,1,6,2,7,0.75,1090.5454545454545,0.6363636363636364,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38,0,7,2,1,4,1,5605,1,1,24,3,1,3,3,0,0.7777777777777778,622.7777777777778,0.8888888888888888,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
26,0,1,3,3,3,2,6397,1,0,20,1,1,6,1,5,0.14285714285714285,913.8571428571429,0.8571428571428571,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,0,4,1,1,3,2,19144,3,0,14,1,2,4,2,4,0.09090909090909091,660.1379310344828,0.3448275862068966,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
53,0,3,4,3,3,3,17584,3,1,16,4,3,5,2,3,0.16666666666666666,799.2727272727273,0.22727272727272727,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
42,0,1,1,2,3,3,4907,1,0,25,3,0,3,3,16,0.5238095238095238,233.66666666666666,0.9523809523809523,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
29,0,2,2,2,3,4,4554,1,0,18,1,0,3,2,7,0.0,414.0,0.9090909090909091,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
55,0,20,2,2,3,4,5415,3,1,19,4,1,4,3,7,0.0,416.53846153846155,0.7692307692307693,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
26,0,11,2,1,3,1,4741,1,1,13,3,1,3,3,3,0.5,790.1666666666666,0.8333333333333334,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
37,0,1,3,4,3,4,2115,1,0,12,2,0,3,3,12,0.2777777777777778,117.5,0.9444444444444444,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
44,1,24,3,4,3,3,3161,3,1,22,4,1,0,1,0,0.0,158.05,0.05,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
38,0,23,4,4,3,4,5745,9,0,14,2,1,2,3,2,0.3333333333333333,522.2727272727273,0.18181818181818182,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
